0.000000000000000000e+00,5.625000000000000000e-01,5.819090909090909314e-01
1.000000000000000000e+00,6.562500000000000000e-01,6.772727272727272485e-01
2.000000000000000000e+00,7.500000000000000000e-01,7.181818181818181435e-01
3.000000000000000000e+00,7.500000000000000000e-01,7.422727272727273062e-01
4.000000000000000000e+00,8.125000000000000000e-01,7.592727272727273213e-01
5.000000000000000000e+00,8.437500000000000000e-01,7.744545454545455065e-01
6.000000000000000000e+00,8.437500000000000000e-01,7.823636363636363722e-01
7.000000000000000000e+00,8.437500000000000000e-01,7.882727272727272361e-01
8.000000000000000000e+00,8.750000000000000000e-01,7.959090909090908994e-01
9.000000000000000000e+00,9.062500000000000000e-01,7.983636363636363864e-01
1.000000000000000000e+01,8.750000000000000000e-01,8.030909090909090775e-01
1.100000000000000000e+01,8.437500000000000000e-01,8.050000000000000488e-01
1.200000000000000000e+01,8.750000000000000000e-01,8.064545454545454239e-01
1.300000000000000000e+01,8.437500000000000000e-01,8.098181818181817704e-01
1.400000000000000000e+01,9.062500000000000000e-01,8.110909090909090846e-01
1.500000000000000000e+01,9.062500000000000000e-01,8.117272727272727417e-01
1.600000000000000000e+01,9.062500000000000000e-01,8.141818181818182287e-01
1.700000000000000000e+01,8.750000000000000000e-01,8.139999999999999458e-01
1.800000000000000000e+01,9.062500000000000000e-01,8.167272727272727462e-01
1.900000000000000000e+01,9.375000000000000000e-01,8.150909090909090882e-01
2.000000000000000000e+01,9.062500000000000000e-01,8.189090909090909198e-01
2.100000000000000000e+01,9.375000000000000000e-01,8.177272727272727471e-01
2.200000000000000000e+01,9.375000000000000000e-01,8.229090909090909234e-01
2.300000000000000000e+01,9.375000000000000000e-01,8.221818181818182358e-01
2.400000000000000000e+01,9.687500000000000000e-01,8.212727272727272654e-01
2.500000000000000000e+01,9.375000000000000000e-01,8.229999999999999538e-01
2.600000000000000000e+01,9.375000000000000000e-01,8.232727272727272672e-01
2.700000000000000000e+01,9.687500000000000000e-01,8.239090909090909243e-01
2.800000000000000000e+01,9.687500000000000000e-01,8.202727272727272645e-01
2.900000000000000000e+01,9.687500000000000000e-01,8.219999999999999529e-01
3.000000000000000000e+01,9.687500000000000000e-01,8.244545454545454399e-01
3.100000000000000000e+01,9.375000000000000000e-01,8.237272727272727524e-01
3.200000000000000000e+01,9.687500000000000000e-01,8.256363636363636127e-01
3.300000000000000000e+01,9.062500000000000000e-01,8.249090909090909252e-01
3.400000000000000000e+01,9.687500000000000000e-01,8.260909090909090979e-01
3.500000000000000000e+01,9.687500000000000000e-01,8.309090909090909305e-01
3.600000000000000000e+01,9.375000000000000000e-01,8.259090909090909260e-01
