0.000000000000000000e+00,5.749999999999999556e-01,5.304545454545454009e-01
1.000000000000000000e+00,7.249999999999999778e-01,6.314545454545454906e-01
2.000000000000000000e+00,6.500000000000000222e-01,6.800000000000000488e-01
3.000000000000000000e+00,6.750000000000000444e-01,7.115454545454545920e-01
4.000000000000000000e+00,7.500000000000000000e-01,7.371818181818181603e-01
5.000000000000000000e+00,6.750000000000000444e-01,7.520909090909091432e-01
6.000000000000000000e+00,6.999999999999999556e-01,7.692727272727272192e-01
7.000000000000000000e+00,7.249999999999999778e-01,7.751818181818181941e-01
8.000000000000000000e+00,7.249999999999999778e-01,7.822727272727272307e-01
9.000000000000000000e+00,7.500000000000000000e-01,7.857272727272727186e-01
1.000000000000000000e+01,7.750000000000000222e-01,7.916363636363635825e-01
1.100000000000000000e+01,7.750000000000000222e-01,7.924545454545454115e-01
1.200000000000000000e+01,7.750000000000000222e-01,7.979090909090909012e-01
1.300000000000000000e+01,8.000000000000000444e-01,8.020000000000000462e-01
1.400000000000000000e+01,8.000000000000000444e-01,8.010000000000000453e-01
1.500000000000000000e+01,8.000000000000000444e-01,8.034545454545454213e-01
1.600000000000000000e+01,8.499999999999999778e-01,8.101818181818182252e-01
1.700000000000000000e+01,8.499999999999999778e-01,8.083636363636363953e-01
1.800000000000000000e+01,8.249999999999999556e-01,8.100909090909090837e-01
1.900000000000000000e+01,8.499999999999999778e-01,8.102727272727272556e-01
2.000000000000000000e+01,8.499999999999999778e-01,8.119090909090909136e-01
2.100000000000000000e+01,8.750000000000000000e-01,8.134545454545454302e-01
2.200000000000000000e+01,9.250000000000000444e-01,8.145454545454545725e-01
2.300000000000000000e+01,8.750000000000000000e-01,8.138181818181817739e-01
2.400000000000000000e+01,9.000000000000000222e-01,8.177272727272727471e-01
2.500000000000000000e+01,8.750000000000000000e-01,8.179999999999999494e-01
2.600000000000000000e+01,9.000000000000000222e-01,8.173636363636364033e-01
2.700000000000000000e+01,8.499999999999999778e-01,8.152727272727272601e-01
2.800000000000000000e+01,9.250000000000000444e-01,8.182727272727272627e-01
2.900000000000000000e+01,9.250000000000000444e-01,8.171818181818182314e-01
3.000000000000000000e+01,9.000000000000000222e-01,8.219090909090909225e-01
3.100000000000000000e+01,9.250000000000000444e-01,8.184545454545454346e-01
3.200000000000000000e+01,9.000000000000000222e-01,8.177272727272727471e-01
3.300000000000000000e+01,8.499999999999999778e-01,8.235454545454545805e-01
3.400000000000000000e+01,9.000000000000000222e-01,8.224545454545454382e-01
3.500000000000000000e+01,9.250000000000000444e-01,8.191818181818182332e-01
3.600000000000000000e+01,9.250000000000000444e-01,8.190909090909090917e-01
3.700000000000000000e+01,9.000000000000000222e-01,8.191818181818182332e-01
3.800000000000000000e+01,9.000000000000000222e-01,8.243636363636364095e-01
3.900000000000000000e+01,9.250000000000000444e-01,8.228181818181817819e-01
4.000000000000000000e+01,9.499999999999999556e-01,8.225454545454545796e-01
4.100000000000000000e+01,8.750000000000000000e-01,8.194545454545454355e-01
4.200000000000000000e+01,9.000000000000000222e-01,8.227272727272727515e-01
4.300000000000000000e+01,9.000000000000000222e-01,8.239999999999999547e-01
4.400000000000000000e+01,8.750000000000000000e-01,8.207272727272727497e-01
4.500000000000000000e+01,8.750000000000000000e-01,8.215454545454545787e-01
4.600000000000000000e+01,9.000000000000000222e-01,8.205454545454545778e-01
4.700000000000000000e+01,9.000000000000000222e-01,8.171818181818182314e-01
4.800000000000000000e+01,9.250000000000000444e-01,8.226363636363636100e-01
4.900000000000000000e+01,9.250000000000000444e-01,8.219090909090909225e-01
5.000000000000000000e+01,9.250000000000000444e-01,8.209090909090909216e-01
5.100000000000000000e+01,9.000000000000000222e-01,8.228181818181817819e-01
5.200000000000000000e+01,9.000000000000000222e-01,8.229090909090909234e-01
5.300000000000000000e+01,9.000000000000000222e-01,8.243636363636364095e-01
5.400000000000000000e+01,9.000000000000000222e-01,8.232727272727272672e-01
5.500000000000000000e+01,9.000000000000000222e-01,8.211818181818182349e-01
5.600000000000000000e+01,9.250000000000000444e-01,8.196363636363636074e-01
5.700000000000000000e+01,9.250000000000000444e-01,8.209090909090909216e-01
5.800000000000000000e+01,8.750000000000000000e-01,8.229999999999999538e-01
5.900000000000000000e+01,9.250000000000000444e-01,8.216363636363636092e-01
6.000000000000000000e+01,8.499999999999999778e-01,8.202727272727272645e-01
6.100000000000000000e+01,9.250000000000000444e-01,8.208181818181817802e-01
6.200000000000000000e+01,9.250000000000000444e-01,8.219999999999999529e-01
6.300000000000000000e+01,9.499999999999999556e-01,8.164545454545454328e-01
6.400000000000000000e+01,9.000000000000000222e-01,8.231818181818182367e-01
6.500000000000000000e+01,8.750000000000000000e-01,8.176363636363636056e-01
6.600000000000000000e+01,9.000000000000000222e-01,8.235454545454545805e-01
6.700000000000000000e+01,9.000000000000000222e-01,8.215454545454545787e-01
6.800000000000000000e+01,9.000000000000000222e-01,8.198181818181817793e-01
6.900000000000000000e+01,9.000000000000000222e-01,8.222727272727272663e-01
