5.584141639579306982e-03,1.722383532085148827e-01,-1.413440480938338573e-01,-4.269152142096808711e-01,-4.494653223772780981e-01,4.731725700695858516e-01,-2.556630833013354698e-01,2.497040781119881647e-01,-3.391169058722690588e-01,-1.049145263495116637e-01,-1.115034062655251845e-01,-5.417771691789937671e-01,-2.719807908768019367e-01,-7.521382189884237568e-02,-5.456068598972408507e-02,1.741284644130690340e-01,-2.313309210748113742e-01,-2.486289661233842263e-01,-3.045485850516529980e-01,-1.463756599931281266e-01,-2.571490984044708661e-01,1.877656887988551626e-01,3.058178098053625921e-02,-1.685435498274201471e-01,-1.536869264573284544e-01,-3.319862881553634071e-01,-2.234203512816758386e-01,-1.374530417913042424e-01,1.564420385071217390e-01,3.395649295266863210e-01,3.327376392250607218e-01,1.753426740730351652e-01,-2.701012848919959741e-01,2.002416978222452404e-01,2.358289132607494232e-01,-2.752082882432336786e-01,-3.709529943378340189e-01,-2.794071607519767464e-01,5.087883532276129932e-03,-3.689271195876709930e-01
5.512190212137556278e-02,1.044767137534457907e-01,2.212901575455084383e-02,1.752925465209179967e-01,-4.564711968229980266e-01,-2.883259253814702827e-01,-1.951941969565153256e-01,-3.761837666241512057e-01,-4.334577181575198224e-01,-5.728236886206303780e-01,-5.298722540120609503e-02,-3.009457941111383095e-01,5.005631559435051725e-02,3.826845458759590701e-01,-3.885601039555334757e-01,-4.881367593914210379e-01,-4.829648062863051705e-01,-4.015254122876776299e-01,-3.250809870431735638e-01,3.175227657100663237e-01,2.392859342142363566e-01,-4.502040079114160709e-01,-3.176567849492511475e-01,4.126991384896226411e-01,1.021399631982347622e-01,2.038143231128780042e-01,-4.050895882053102137e-01,1.752597821096387454e-01,3.914461226382259795e-01,-5.910576910195921574e-01,-4.579708872659721819e-01,6.554323817562042465e-02,-3.745416027355270017e-01,-2.173319090008109522e-01,-4.068122339616450089e-01,-3.353435909724656327e-01,-9.833263201292609390e-02,6.588600144120627666e-01,-7.840483236386200372e-02,3.220748656341388960e-01
6.202887857543122607e-02,1.605600838764494748e-02,-1.607864870405348867e-01,-1.113986531715459166e-01,-4.689341658089774545e-01,-4.040340649621752545e-01,-6.002094028280770960e-02,2.977706896618448340e-02,-1.285665763870491455e-03,-1.431706027207463872e-01,3.152469108015358290e-01,-3.626883880214734068e-01,-3.280189145220897134e-02,4.856572942497537348e-01,3.986966871663346068e-01,-1.805419449490259509e-01,-1.663418056812397960e-01,1.760685053122567137e-02,-1.004862470436464483e-01,-1.684322489698182601e-01,1.900250823111685750e-01,5.133394482704688455e-01,-2.027506219462993364e-01,3.809104112759346128e-01,2.323804711391985189e-01,4.762743415976590511e-02,-3.989809738912895587e-01,1.370267169285019696e-02,4.776572108743704081e-01,-3.071693854130418816e-02,-4.692782343926543698e-01,-1.264508052237534041e-01,3.757272188217652964e-01,-4.754956208439407167e-02,-3.117356897114249015e-01,7.001085611373601691e-02,2.332614157482456874e-01,-8.958027544897637778e-03,1.242962165793231738e-01,5.243410905804910538e-01
-2.842095494297582417e-02,1.590679686293980377e-02,1.115384241439174584e-01,-6.643631817013377627e-02,1.262848985566037974e-01,-1.390995504311197672e-01,-1.181414360085706189e-01,-2.653361986823855045e-01,2.417852593072811751e-01,1.644862231329267677e-01,-2.844523815587643445e-01,2.700456009486681269e-02,3.797431023467245370e-01,-4.344779396130298288e-01,3.345642256741467868e-01,3.240688092933682318e-01,-3.572037435142981221e-01,-1.768980649213636180e-01,-4.615726199822556830e-01,5.546607298064366587e-01,-1.761606634632291168e-01,1.674452656336076206e-01,2.019420740112717327e-01,-5.508261994983397469e-02,1.622993348770180033e-01,4.468450358771891562e-02,3.277977063524741275e-01,-4.535143890770220593e-02,-1.062109664286608746e-01,-1.155152942463109345e-01,-3.950214291456196070e-01,2.874722159111543496e-01,1.825716770679769452e-01,1.756632423737721216e-01,-1.355322377920179788e-01,4.094086935375595981e-02,-3.232950526371115574e-01,-2.102787457102636148e-01,-1.901925616161641297e-01,1.874592321765118641e-01
3.055068775946699899e-01,1.702028046375801962e-01,-1.462473034869548050e-01,1.371539437008902906e-01,-2.372833491457675692e-01,-1.964001305707885336e-01,1.098548339760300335e-01,-3.093270056500950771e-01,2.395194277889893253e-01,-2.885615653521923507e-01,-2.196820366348637907e-02,-3.959995520567916594e-01,2.861862283502325521e-01,1.732627009729725831e-01,-2.333164553812548114e-01,9.536003852126941072e-02,4.154138460373471564e-01,-1.069529017461886694e-01,-1.476313469012999757e-01,1.897286439189802346e-02,5.425716121394677863e-03,-4.320152510218311370e-01,-1.808643359244637427e-01,4.751211188226686088e-01,4.750003578444009916e-02,-1.483977022675060375e-01,8.498374274956391194e-02,-4.982256688040806458e-01,-6.640939880874009715e-02,-4.038031865329024667e-02,3.639528366997699660e-01,3.691187420064729330e-01,-2.800533140885150818e-01,1.874805929607314958e-02,-2.104363939779469728e-01,2.144930532094264375e-01,-4.052693807984340535e-01,2.248026703467980725e-01,-3.804320215926141890e-01,3.883107417040663201e-01
2.737924064302347249e-01,-4.883733807342970912e-01,4.739909403483847927e-01,9.300797082766029678e-02,4.113133532521923708e-01,6.379188309242624089e-02,-1.941719676424054075e-01,1.911407139556471069e-01,1.856050388240532700e-01,9.048324268975437359e-03,-2.155097280999497822e-01,-9.649683193476271681e-02,-3.354290451354450808e-01,4.092225873673913106e-01,-2.480364484614461240e-01,-1.978743947205536258e-01,-1.965754995837116215e-01,-2.076484040629589800e-01,-2.669096164397877780e-01,1.728650145952320416e-01,1.727097004583912077e-01,3.428532817421705570e-01,-4.205970710633289977e-01,-2.716602734696318411e-01,4.992353121026430474e-01,1.946256262391087011e-02,2.143434763575561286e-01,-1.379218032758972555e-02,4.191492409910149153e-01,-2.870511310823524731e-01,-1.915306303616098925e-03,1.882507105494119481e-01,-1.727578305096883760e-01,-2.005294065103131462e-01,4.180710840800626049e-01,4.811002858287295042e-02,-4.020347590724150377e-01,-2.272274142318145007e-01,-3.173555588326276156e-01,3.584796464129943461e-01
4.278987538991255724e-01,2.497154860314239888e-01,2.428147585906814676e-01,-4.423623948613712026e-02,-6.953698459575144430e-02,-4.893734117998473909e-01,-4.613573133721717845e-01,-1.640182094581020267e-01,-2.662885270262485005e-01,-2.811965639430191732e-01,4.279286100022379191e-01,-1.830092177998636493e-01,-2.487053543478759954e-01,2.021990489364266230e-01,1.402549518639163995e-01,-3.057832029219479941e-01,-4.473911930422972971e-01,-4.483612016728290572e-01,-1.485604843883184534e-01,-2.612393750262287373e-01,5.285171143177384012e-01,-1.618170918920110724e-01,-4.079262434175546237e-01,-4.577475896286988810e-01,2.588573559251036715e-01,-3.809824255122518100e-02,4.535831603007179913e-01,-3.606395537261836703e-01,3.116971582966149845e-01,1.996183903293331785e-01,3.907285396720692194e-01,4.014590095612660670e-01,-4.046825405077499882e-01,-5.191327559865967223e-02,4.289980225879711506e-01,-1.016716650154523144e-01,-3.608979627065562190e-01,-9.383415124178630384e-02,-4.439196020204308479e-01,5.799006776045619871e-01
-1.147090484321236087e-01,-3.022491425260979969e-02,-2.281664726348766881e-01,-1.888995110516895892e-01,-5.722669037549472926e-02,-2.255759639687970330e-01,2.396619209776960358e-01,-4.533935124913911208e-02,-1.823326417725197324e-01,-1.999083865599444176e-01,-2.959477210457343577e-01,1.688264105851550456e-01,2.532592014156465066e-01,-3.183730547686521861e-01,-4.243137150078235553e-01,-2.697357328152376055e-01,-1.796534192258897322e-02,-1.424037948719769631e-01,9.941057823805590776e-02,8.772671386781270841e-02,-5.883343464476513407e-02,3.194577389306213662e-03,-1.787870623037696449e-01,-1.500001935728000335e-01,5.153372876048994272e-02,-1.174849904527405925e-01,-3.054590679765020397e-02,3.657849397992998242e-01,-1.737598726857045306e-01,-3.285541590807392609e-01,3.882061791299250553e-01,-3.379269437403680243e-01,7.331230451804347792e-02,-2.089692364148262316e-01,4.425050495846999943e-01,-1.468931196632726754e-01,1.631783485961433092e-02,1.730374530837827385e-01,-2.471081983320695674e-02,-3.602464234992382441e-01
-2.115196534862058553e-02,-4.877547632276877515e-02,1.962940482936952336e-01,-2.688346179704594330e-01,-2.555296740530216271e-01,-3.848983462437193248e-01,1.801646979178357366e-01,-1.508689056050686039e-01,1.717994485978993069e-01,3.664989286786048961e-01,1.193533741704649320e-01,-2.328483127530305008e-01,-4.833244359132788937e-01,-4.823544758363940144e-01,-2.693960933409568770e-01,-2.096702287303196521e-01,-3.767084595167117800e-01,-2.516156056046312539e-01,-3.202966586732178822e-01,2.549602655435669746e-02,1.976952660997046418e-01,-3.789091995868485441e-01,1.070980115451736631e-01,-1.779744153889106090e-02,3.609778465685638538e-01,-3.232012668648935327e-01,1.464321346567945270e-01,3.204663646643343428e-03,-1.816296700532248620e-01,7.064985176712126891e-02,-2.191071167664579433e-01,-3.198043452360086469e-01,-1.579787635994256700e-01,1.323702115123942813e-01,-2.037168672913883538e-01,-2.741025478814050342e-01,-7.296589934408541367e-02,1.501774057604495505e-01,-3.870931498447956476e-01,1.101169218113587367e-01
-3.485389723783594018e-01,1.267219259635782580e-01,-1.387879498792893296e-01,3.766691189033747333e-01,-1.930298641161646567e-01,3.504868625712102559e-01,-1.567219191515416832e-01,-2.503434777620236126e-02,1.348778798827222902e-01,2.969843329525224118e-01,-4.924169104929067330e-04,6.109894429729244292e-02,1.072311004052915878e-01,3.375204961672821913e-01,-7.884584567534830279e-02,-3.508091306087697814e-01,1.664993713419892218e-01,-2.343440980637526150e-01,-1.145241778001327426e-01,-3.360145311264473716e-02,-2.842254255891543679e-01,-2.566349362637647125e-01,-2.703081738643506871e-01,1.236311750944867061e-01,-3.608586224968891587e-01,3.581924502402821786e-01,-4.148069733736043929e-01,6.809194218773194363e-02,-3.754599979337136517e-01,-9.433256220288736144e-03,1.146184278547102281e-01,1.780399966278667090e-01,-2.199007177474401054e-01,-2.855640815655447473e-01,9.792070500374679132e-02,2.307419658285388975e-01,1.232644685248284883e-01,-2.254795503351873509e-01,-3.799055973732031743e-01,-2.246545090641860754e-01
